pair,weight,users
cuartomilenio-sunset,2,2
tech-ケムトレイル,2,2
tech-気象操作,2,2
frequencypollution-nasa,2,2
gmos-influenza,2,2
revolution-topnewsusa,2,2
green-influenza,2,2
influenza-ipcc,2,2
drought-influenza,2,2
government-influenza,2,2
chemblanket-influenza,2,2
revolution-tech,2,1
frequencypollution-poison,2,2
chemhaze-influenza,2,2
chemtrails-frequencypollution,2,2
agenda21-frequencypollution,2,2
frequencypollution-skyderalert,2,2
frequencypollution-srm,2,2
cuartomilenio-england,2,2
frequencypollution-morgellons,2,2
influenza-twitterpetition,2,2
chemtrail-frequencypollution,2,2
frequencypollution-wakeup,2,2
frequencypollution-gmo,2,2
frequencypollution-globalwarming,2,2
contrails-frequencypollution,2,2
climatechange-frequencypollution,2,2
frequencypollution-health,2,2
frequencypollution-ケムトレイル,2,2
chemclouds-frequencypollution,2,2
fluoride-frequencypollution,2,2
frequencypollution-lookup,2,2
anonymous-frequencypollution,2,2
england-frequencypollution,2,2
frequencypollution-manmadeclouds,2,2
aspartame-frequencypollution,2,2
frequencypollution-nwo,2,2
frequencypollution-weather,2,2
frequencypollution-haarp,2,2
frequencypollution-geoengineering,2,2
frequencypollution-usa,2,2
frequencypollution-uk,2,2
frequencypollution-sky,2,2
frequencypollution-sunset,2,2
frequencypollution-weathermodification,2,2
frequencypollution-monsanto,2,2
frequencypollution-news,2,2
green-guadalajara,1,1
frequencypollution-guadalajara,1,1
aerosol-frequencypollution,1,1
frequencypollution-topnewsusa,1,1
frequencypollution-snowden,1,1
cloudseeding-frequencypollution,1,1
auspol-frequencypollution,1,1
frequencypollution-気象操作,1,1
frequencypollution-london,1,1
climate-frequencypollution,1,1
cnn-frequencypollution,1,1
frequencypollution-snow,1,1
canada-frequencypollution,1,1
bbc-frequencypollution,1,1
frequencypollution-global,1,1
frequencypollution-occupythebanks,1,1
frequencypollution-science,1,1
frequencypollution-usaf,1,1
frequencypollution-infowars,1,1
frequencypollution-sun,1,1
guadalajara-occupythebanks,1,1
frequencypollution-fukushima,1,1
guadalajara-snowden,1,1
frequencypollution-obama,1,1
frequencypollution-influenza,1,1
guadalajara-topnewsusa,1,1
energy-topnewsusa,1,1
frequencypollution-horwich,1,1
frequencypollution-illuminati,1,1
guadalajara-ipcc,1,1
guadalajara-nsa,1,1
auspol-tech,1,1
occupythebanks-tech,1,1
frequencypollution-truth,1,1
frequencypollution-nexrad,1,1
otb-tech,1,1
depopulation-frequencypollution,1,1
tech-twitterpetition,1,1
cia-cuartomilenio,1,1
genocide-influenza,1,1
conspiracy-influenza,1,1
cuartomilenio-influenza,1,1
ascension-truth,1,1
ascension-monsanto,1,1
ascension-illuminati,1,1
ascension-government,1,1
barium-frequencypollution,1,1
drought-frequencypollution,1,1
clouds-frequencypollution,1,1
frequencypollution-genocide,1,1
frequencypollution-leicester,1,1
frequencypollution-nottingham,1,1
frequencypollution-green,1,1
belgium-tech,1,1
tech-wtf,1,1
influenza-revolution,1,1
tech-usaf,1,1
